time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,train/loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/learning_rate,train/clip_fraction,train/std,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl
126976,1001.0,-167004.95078603,1317,96,124,3510331.0,-0.004680211513186805,1230,-7.102437365055084,0.0003,0.00576171875,1.002396821975708,-1.1920928955078125e-07,0.2,6805437.39375,0.0042125434
128000,1001.0,-165420.61839805,1327,96,125,3182618.25,-0.004704977426445112,1240,-7.106519049406051,0.0003,0.01064453125,1.002608299255371,-1.5497207641601562e-06,0.2,6390780.5625,0.005281942
129024,1001.0,-165627.5087249,1338,96,126,3293472.25,-0.0030381377844605597,1250,-7.104458749294281,0.0003,0.00029296875,1.001400351524353,-1.1920928955078125e-07,0.2,6548409.025,0.002122403
130048,1001.0,-165351.89538076002,1348,96,127,2737963.75,-0.002708281436935067,1260,-7.10149964094162,0.0003,0.00146484375,1.0017645359039307,5.960464477539063e-08,0.2,5927726.2875,0.0021809116
131072,1001.0,-165231.63989646002,1360,96,128,4168013.5,-0.001854225041461177,1270,-7.101064336299896,0.0003,9.765625e-05,1.0010019540786743,-3.5762786865234375e-07,0.2,8360903.675,0.001621672
132096,1001.0,-166023.27838976998,1370,96,129,3918087.0,-0.002822663262486458,1280,-7.099655675888061,0.0003,0.00126953125,1.0014441013336182,0.0,0.2,8135718.675,0.0025305685
133120,1001.0,-166578.82342471,1382,96,130,4073715.25,-0.0034264316549524666,1290,-7.099768179655075,0.0003,0.00234375,1.000751256942749,-2.384185791015625e-07,0.2,7948190.64375,0.0031794403
134144,1001.0,-167782.45210795998,1393,96,131,4724386.5,-0.0013287607405800372,1300,-7.095995628833771,0.0003,0.0,1.0001083612442017,-1.1920928955078125e-07,0.2,8256717.88125,0.0009632128
135168,1001.0,-168364.17042547,1404,96,132,5234876.5,-0.0027041112072765825,1310,-7.093803882598877,0.0003,0.0009765625,0.9998595118522644,1.1920928955078125e-07,0.2,10619831.3,0.00225271
136192,1001.0,-168120.72029775998,1415,96,133,3643488.75,-0.002535342198098078,1320,-7.09271325469017,0.0003,9.765625e-05,0.9996392130851746,-1.1920928955078125e-07,0.2,7551546.05625,0.0023296122
137216,1001.0,-167525.99182714,1427,96,134,4648688.5,-0.004832926933886483,1330,-7.090072417259217,0.0003,0.00634765625,0.9987225532531738,1.1920928955078125e-07,0.2,9338900.44375,0.0042999834
138240,1001.0,-167859.6848537,1440,95,135,2676220.75,-0.0022954472282435746,1340,-7.086080372333527,0.0003,0.00048828125,0.9981887936592102,0.0,0.2,5027867.21875,0.0022093218
139264,1001.0,-168276.54144488,1450,96,136,4465543.5,-0.0012971924705198034,1350,-7.085412031412124,0.0003,0.0,0.9985008239746094,-1.1920928955078125e-07,0.2,10156268.6125,0.0011269499
140288,1001.0,-169405.76721199,1461,95,137,4710974.5,-0.0022461706423200665,1360,-7.08501353263855,0.0003,9.765625e-05,0.9978076219558716,-1.1920928955078125e-07,0.2,9644395.73125,0.0016586909
141312,1001.0,-170565.65110913,1472,95,138,4371640.0,-0.003720650458126329,1370,-7.081894296407699,0.0003,0.001171875,0.997397243976593,0.0,0.2,8976882.39375,0.0031226175
142336,1001.0,-171281.8187836,1485,95,139,7699508.5,-0.0048509467858821155,1380,-7.081337314844132,0.0003,0.00283203125,0.9975477457046509,-0.000580906867980957,0.2,16199661.275,0.0033494444
143360,1001.0,-172225.01450741998,1498,95,140,8463183.0,-0.002356364141451195,1390,-7.0835903823375705,0.0003,0.0,0.9983009099960327,-8.225440979003906e-06,0.2,17696342.8125,0.0013290492
144384,1001.0,-172880.1454576,1509,95,141,8807874.0,-0.0017038962279912085,1400,-7.086174792051315,0.0003,0.0,0.9984664916992188,-0.00043952465057373047,0.2,17717031.1875,0.0010219626
145408,1001.0,-173230.11581832002,1520,95,142,8096730.5,-0.0024137617641827092,1410,-7.085638397932053,0.0003,9.765625e-05,0.9980932474136353,-2.1576881408691406e-05,0.2,17871598.85,0.0013185855
146432,1001.0,-173999.43224300002,1531,95,143,5452866.0,-0.0027111132105346767,1420,-7.08324773311615,0.0003,0.0001953125,0.9975117444992065,-3.5762786865234375e-07,0.2,11715443.0875,0.002029121
147456,1001.0,-174825.39084833997,1542,95,144,13863543.0,-0.0031403220316860827,1430,-7.081453543901444,0.0003,0.00048828125,0.9973723292350769,-0.00019943714141845703,0.2,25964640.825,0.0014568265
148480,1001.0,-175591.04563711997,1554,95,145,13849374.0,-0.0018563231220468878,1440,-7.079547727108002,0.0003,0.0,0.9966580271720886,-0.00017523765563964844,0.2,27415031.975,0.00060571387
149504,1001.0,-176652.95712816,1565,95,146,13488968.0,-0.0014971327618695796,1450,-7.07731339931488,0.0003,0.0,0.9966403245925903,-2.384185791015625e-07,0.2,23887593.425,0.00067635806
150528,1001.0,-177884.50068405003,1575,95,147,12743669.0,-0.001429663400631398,1460,-7.078610771894455,0.0003,0.0,0.9971645474433899,-1.1920928955078125e-07,0.2,23501083.95,0.00031350245
151552,1001.0,-178705.19976998,1586,95,148,13596308.0,-0.0019396187853999436,1470,-7.0803469836711885,0.0003,0.0,0.9972168207168579,-2.384185791015625e-07,0.2,25218860.2,0.0008324366
152576,1001.0,-179619.4418173,1597,95,149,8254789.5,-0.0014975862170103938,1480,-7.083383840322495,0.0003,0.0,0.9985572099685669,-2.384185791015625e-07,0.2,19099844.0375,0.0006425787
153600,1001.0,-179928.96268129002,1607,95,150,11742065.0,-0.00426646793494001,1490,-7.086991596221924,0.0003,0.00048828125,0.9983188509941101,-1.1920928955078125e-07,0.2,22084655.55,0.0022805342
154624,1001.0,-180711.35821476005,1618,95,151,7812740.0,-0.0018544011341873556,1500,-7.087058812379837,0.0003,0.0,0.998836874961853,0.0,0.2,16123911.6375,0.0011538635
155648,1001.0,-180958.25162565,1628,95,152,10678597.0,-0.0015394795860629528,1510,-7.090405911207199,0.0003,0.0,0.9995936155319214,0.0,0.2,18208840.8,0.00058192917
156672,1001.0,-181675.78291339,1639,95,153,9323388.0,-0.0024815368291456253,1520,-7.091673427820206,0.0003,0.0,0.9992333650588989,-2.384185791015625e-07,0.2,19348007.7125,0.0010174932
157696,1001.0,-182653.89029707,1651,95,154,9398828.0,-0.0028438409557566048,1530,-7.090268468856811,0.0003,0.0,0.9992786645889282,0.0,0.2,18903651.45,0.0017297928
158720,1001.0,-183070.31254167,1663,95,155,11863828.0,-0.003519908699672669,1540,-7.089279776811599,0.0003,0.0,0.998696506023407,-4.76837158203125e-07,0.2,23672909.5,0.0013088061
159744,1001.0,-182985.33735263997,1676,95,156,6589898.0,-0.004307396002695895,1550,-7.087857121229172,0.0003,0.00458984375,0.9987901449203491,0.0,0.2,13825605.4875,0.0034542533
160768,1001.0,-183898.32019029,1689,95,157,11458871.0,-0.002686956420075148,1560,-7.086273121833801,0.0003,0.0,0.9979608654975891,5.960464477539063e-08,0.2,19572343.025,0.00087716396
161792,1001.0,-184097.42102659002,1699,95,158,9324810.0,-0.001707364054163918,1570,-7.083106911182403,0.0003,0.0,0.9975694417953491,0.0,0.2,17876993.15,0.00052541064
162816,1001.0,-183865.42591157,1710,95,159,6704659.5,-0.0033881440875120463,1580,-7.08346796631813,0.0003,9.765625e-05,0.9981478452682495,-1.1086463928222656e-05,0.2,17814563.1875,0.002042544
163840,1001.0,-184130.16556040003,1721,95,160,6264903.5,-0.0031781154917553066,1590,-7.086211836338043,0.0003,0.0009765625,0.9986025094985962,-1.1920928955078125e-07,0.2,11746005.7125,0.0023901893
164864,1001.0,-183435.13798300002,1732,95,161,10022791.0,-0.0014539722411427646,1600,-7.0877059400081635,0.0003,0.0,0.998740553855896,-1.1920928955078125e-07,0.2,17596842.5375,0.00052787317
165888,1001.0,-182501.34082928003,1743,95,162,5100683.0,-0.0019072544586379082,1610,-7.088139587640763,0.0003,0.0,0.9987764358520508,-1.1920928955078125e-07,0.2,10269126.025,0.0011260936
166912,1001.0,-182020.90258743003,1753,95,163,5698513.0,-0.004302974964957684,1620,-7.0888078033924105,0.0003,0.00234375,0.9989410638809204,-1.1920928955078125e-07,0.2,11906830.65,0.0032185733
167936,1001.0,-181762.61038739004,1764,95,164,8344907.0,-0.0018286522245034575,1630,-7.0906971335411075,0.0003,0.0,0.9996439218521118,0.0,0.2,14928873.2375,0.0008880168
168960,1001.0,-181214.83384667002,1776,95,165,7250906.0,-0.002915032033342868,1640,-7.093643790483474,0.0003,0.0005859375,1.0000371932983398,-1.1920928955078125e-07,0.2,13646878.8125,0.0019665111
169984,1001.0,-180564.87825869,1790,94,166,5429806.5,-0.0023950067843543366,1650,-7.089990675449371,0.0003,0.0,0.9980134963989258,-2.1457672119140625e-06,0.2,11533249.0375,0.0012826587
171008,1001.0,-180600.81702627998,1801,94,167,8709683.0,-0.001384381571551785,1660,-7.082225680351257,0.0003,0.0,0.9973518252372742,-4.291534423828125e-06,0.2,16230937.3,0.00044288975
172032,1001.0,-180644.78379768002,1812,94,168,7212587.5,-0.004026981914648786,1670,-7.0816761493682865,0.0003,0.00185546875,0.9977089166641235,-2.384185791015625e-07,0.2,15816176.3125,0.0029003462
173056,1001.0,-180787.18046919,1822,94,169,9261656.0,-0.002364017185755074,1680,-7.082153218984604,0.0003,0.0,0.9973989725112915,-7.152557373046875e-07,0.2,17434750.875,0.00091620313
174080,1001.0,-181032.81004946,1833,94,170,8106997.5,-0.0016265324549749494,1690,-7.084598928689957,0.0003,0.0,0.998931884765625,-1.0728836059570312e-06,0.2,16669286.9,0.00059682893
175104,1001.0,-181427.45846737002,1845,94,171,8494214.0,-0.0026964464108459652,1700,-7.089891362190246,0.0003,0.0001953125,0.9991704225540161,-1.728534698486328e-05,0.2,16273298.775,0.0015904682
176128,1001.0,-181817.39906484005,1859,94,172,7386355.0,-0.0020245568710379304,1710,-7.089066791534424,0.0003,0.0,0.9986982345581055,1.1920928955078125e-07,0.2,13619870.0625,0.00076217
177152,1001.0,-182033.14029569,1872,94,173,5722135.5,-0.0032391200482379647,1720,-7.086275500059128,0.0003,0.0001953125,0.9980428814888,0.0,0.2,12220528.6375,0.002211718
178176,1001.0,-182742.41437629997,1883,94,174,7442249.5,-0.003252305235946551,1730,-7.085161757469177,0.0003,9.765625e-05,0.998381495475769,-5.960464477539062e-07,0.2,14232482.7625,0.0020580846
179200,1001.0,-183784.00470304,1895,94,175,9791569.0,-0.00217597353621386,1740,-7.087656253576279,0.0003,0.0,0.9989268183708191,-1.1920928955078125e-07,0.2,18056942.2875,0.001099531
180224,1001.0,-184722.96385024005,1907,94,176,8527240.0,-0.0032464532647281884,1750,-7.0892757177352905,0.0003,9.765625e-05,0.9989705085754395,-1.1920928955078125e-07,0.2,17645353.1625,0.002558104
181248,1001.0,-185028.22438449998,1918,94,177,8814234.0,-0.005105401284527034,1760,-7.090619361400604,0.0003,0.00419921875,0.9995144009590149,1.1920928955078125e-07,0.2,19123746.275,0.0034796195
182272,1001.0,-185707.61985234,1929,94,178,7435803.0,-0.004112401633756235,1770,-7.091827762126923,0.0003,0.00166015625,0.9994240999221802,-1.1920928955078125e-07,0.2,13976130.3,0.0030418132
183296,1001.0,-185721.46025044002,1941,94,179,8508330.0,-0.0014195917290635407,1780,-7.093622189760208,0.0003,0.00029296875,1.0004377365112305,-1.1920928955078125e-07,0.2,17761270.3375,0.00072865596
184320,1001.0,-185247.99940415003,1951,94,180,5165656.5,-0.003750331496121362,1790,-7.0963889241218565,0.0003,0.00419921875,1.00018310546875,0.0,0.2,10763246.0625,0.0035859086
185344,1001.0,-185692.41259785005,1962,94,181,4762574.5,-0.006457225087797269,1800,-7.092466020584107,0.0003,0.01494140625,0.9988569021224976,1.1920928955078125e-07,0.2,10216992.93125,0.0056426562
186368,1001.0,-185740.77508974005,1972,94,182,10293386.0,-0.002191419166047126,1810,-7.088617616891861,0.0003,0.0,0.9990994334220886,0.0,0.2,18802890.6125,0.0009837234
187392,1001.0,-185916.11446283,1983,94,183,6634278.0,-0.0036422814679099246,1820,-7.091934353113174,0.0003,0.0013671875,0.999986469745636,-1.1920928955078125e-07,0.2,13672305.725,0.002801668
188416,1001.0,-186395.68509816003,1994,94,184,7249424.5,-0.004255615844158456,1830,-7.096413028240204,0.0003,0.004296875,1.0007388591766357,-1.1920928955078125e-07,0.2,14176712.6375,0.0034495909
189440,1001.0,-186765.01790205005,2004,94,185,6846670.0,-0.005325264384737238,1840,-7.099569350481033,0.0003,0.00595703125,1.0013288259506226,5.960464477539063e-08,0.2,14208366.325,0.0039307
190464,1001.0,-187427.18819561,2015,94,186,9544987.0,-0.0028443268209230156,1850,-7.099669027328491,0.0003,9.765625e-05,1.0007895231246948,-1.1920928955078125e-07,0.2,20604564.3125,0.0016151748
191488,1001.0,-187911.45282634,2026,94,187,12451926.0,-0.0022449917683843522,1860,-7.097473788261413,0.0003,9.765625e-05,1.000530481338501,-1.1920928955078125e-07,0.2,24250622.3,0.0010980819
192512,1001.0,-188278.01488885,2037,94,188,8395181.0,-0.0026978191919624804,1870,-7.098596465587616,0.0003,0.0,1.0013420581817627,0.0,0.2,17963175.7625,0.0016099073
193536,1001.0,-188231.15667329996,2048,94,189,10680585.0,-0.0023892575816717,1880,-7.101956933736801,0.0003,9.765625e-05,1.0017448663711548,-2.5033950805664062e-06,0.2,20993470.8,0.0013676672
194560,1001.0,-188542.68983572998,2060,94,190,8221888.0,-0.004658927553100512,1890,-7.103219813108444,0.0003,0.00263671875,1.0017783641815186,-1.1920928955078125e-07,0.2,16735329.325,0.0032328512
195584,1001.0,-189399.65884298002,2070,94,191,8619896.0,-0.0031054095597937703,1900,-7.103308260440826,0.0003,0.0,1.0019057989120483,0.0,0.2,16509505.9875,0.0014502718
196608,1001.0,-190140.11018150003,2082,94,192,11098231.0,-0.0018349477846641093,1910,-7.102371561527252,0.0003,0.0,1.0012013912200928,-1.1920928955078125e-07,0.2,23904814.025,0.000876296
197632,1001.0,-191167.84231736994,2093,94,193,9484678.0,-0.0017877453123219312,1920,-7.098742377758026,0.0003,0.0,1.0005755424499512,-1.1920928955078125e-07,0.2,21647055.45,0.0010277011
198656,1001.0,-192357.83561716997,2104,94,194,10302290.0,-0.0011059689742978663,1930,-7.097777658700943,0.0003,0.0,1.0009232759475708,-0.000301361083984375,0.2,20917642.85,0.0002866683
199680,1001.0,-193544.45282757998,2115,94,195,12799970.0,-0.0011253038654103875,1940,-7.099827939271927,0.0003,0.0,1.0012896060943604,-1.1920928955078125e-07,0.2,28274852.325,0.00039765926
200704,1001.0,-194939.24358975,2126,94,196,12601956.0,-0.0022457531245891004,1950,-7.100083613395691,0.0003,0.0,1.0009281635284424,1.1920928955078125e-07,0.2,24766372.35,0.00077009643
